1;-1;968
2;0;969
0;-1;969
2;0;968
0;0;966
0;1;966
0;0;966
1;0;968
1;0;966
1;0;967
0;0;968
0;0;968
0;0;966
0;0;970
1;0;970
2;0;970
0;0;968
-1;0;968
0;2;967
1;0;966
0;-1;965
1;0;966
0;0;966
0;1;965
0;0;965
2;-1;965
1;-4;967
-2;-8;965
-7;8;967
3;6;967
-7;16;968
-9;8;970
-2;3;968
-7;1;971
-3;0;967
-1;0;966
-3;14;962
-5;-5;964
-6;8;971
-12;3;968
-16;1;968
-12;0;966
-11;-1;964
-7;1;965
-19;0;967
-10;0;964
-6;0;964
-15;2;967
-17;3;969
-12;0;965
-4;2;960
-18;1;970
17;-15;1041
-9;27;1046
1;-2;953
14;0;896
2;0;963
-6;-2;1004
-2;0;974
5;2;948
4;1;954
1;0;967
0;1;965
1;0;965
1;0;965
1;2;966
1;0;966
0;1;964
1;1;966
0;0;966
2;-2;970
-1;3;968
3;1;967
-1;-1;965
2;-2;965
0;0;969
1;1;967
0;-1;968
3;-2;967
-3;1;969
0;13;974
-6;9;976
7;6;965
7;3;965
-37;18;986
5;11;920
12;-73;969
9;7;934
-18;5;984
30;-1;924
-5;-2;985
15;0;952
7;-4;979
12;-1;983
11;0;980
9;0;970
20;4;953
11;1;959
16;-1;950
9;5;960
13;-1;973
14;0;960
1;2;977
10;1;969
0;-2;996
25;0;968
22;0;954
12;0;973
-13;5;993
33;4;922
53;2;922
7;1;989
11;-2;985
25;-4;988
45;-7;955
6;5;1003
25;-5;969
33;-4;942
22;0;950
-89;-3;1047
19;-14;864
7;-6;933
-9;-7;1029
-8;0;1015
1;2;953
4;0;935
1;0;965
-3;0;980
0;0;974
0;0;961
0;0;963
0;0;967
1;-1;966
2;-1;965
0;0;962
1;0;963
1;2;965
-1;0;964
2;1;964
2;2;966
0;0;966
-1;2;967
0;0;970
0;0;969
1;-2;967
0;0;968
1;0;967
-1;0;967
0;-1;968
0;0;968
-1;0;966
1;0;967
0;0;966
0;1;968
0;1;965
