0;974;-20;standing
0;972;-20;standing
-1;975;-21;standing
0;975;-19;standing
0;974;-18;standing
0;975;-20;standing
-1;975;-19;standing
0;974;-20;standing
-1;974;-19;standing
0;972;-18;standing
0;973;-19;standing
-1;973;-19;standing
-1;973;-19;standing
-1;975;-21;standing
0;973;-20;standing
0;974;-20;standing
-1;974;-21;standing
0;974;-19;standing
-2;973;-19;standing
0;976;-20;standing
0;975;-20;standing
0;973;-21;standing
1;971;-20;standing
-4;973;-20;standing
-2;975;-20;standing
1;973;-18;standing
-1;973;-21;standing
2;973;-21;standing
1;971;-17;standing
1;969;-16;standing
1;970;-16;standing
0;974;-22;standing
-3;972;-26;standing
2;974;-16;standing
2;960;-17;standing
-2;973;-15;standing
2;967;-15;standing
0;970;-18;standing
2;967;-28;standing
0;975;-19;standing
-2;975;-18;standing
0;970;-23;standing
1;969;-25;standing
7;968;-31;standing
-11;991;-22;standing
0;968;6;standing
4;972;-23;standing
0;975;-17;standing
-3;973;-11;standing
15;965;-25;standing
-5;974;-22;standing
-26;1023;14;standing
26;950;17;standing
-13;987;-36;standing
-3;973;1;standing
-4;977;-3;standing
0;976;-9;standing
6;969;-4;standing
-8;979;5;standing
-2;978;-8;standing
-3;977;-3;standing
0;973;-4;standing
2;973;-9;standing
0;970;0;standing
-4;975;-7;standing
0;971;-1;standing
-6;979;-3;standing
-5;978;-17;standing
7;963;18;standing
16;963;-3;standing
-16;988;-2;standing
-1;973;-2;standing
0;972;16;standing
14;966;-5;standing
-11;984;9;standing
6;967;18;standing
7;972;14;standing
34;953;11;standing
-14;996;-1;standing
8;968;21;standing
32;955;15;standing
-9;988;12;standing
-5;988;-9;standing
8;975;19;standing
26;964;18;standing
50;943;36;standing
26;961;24;standing
-35;1019;-14;standing
22;966;18;standing
13;979;7;standing
21;981;1;standing
8;990;20;standing
29;981;3;standing
58;957;35;standing
120;912;48;standing
50;966;35;standing
31;978;18;standing
8;996;6;standing
18;980;25;standing
46;963;23;standing
52;960;19;standing
36;965;26;standing
11;988;15;standing
34;968;17;standing
26;972;19;standing
32;967;21;standing
30;968;17;standing
11;981;15;standing
22;972;15;standing
24;971;7;standing
16;974;14;standing
25;969;13;standing
9;980;13;standing
26;970;12;standing
20;971;23;standing
20;976;6;standing
28;968;16;standing
21;973;3;standing
12;980;5;standing
26;966;14;standing
18;971;13;standing
17;973;8;standing
15;973;5;standing
19;968;7;standing
9;980;0;standing
5;974;7;standing
14;970;0;standing
5;979;0;standing
4;975;0;standing
7;976;-8;standing
8;969;1;standing
8;972;0;standing
16;963;7;standing
2;980;-11;standing
8;976;-11;standing
11;970;11;standing
4;973;-1;standing
4;974;7;standing
6;971;-12;standing
5;970;-6;standing
0;972;-18;standing
-17;987;-14;standing
-4;978;-22;standing
0;975;-17;standing
3;971;-19;standing
1;969;1;standing
-1;974;-16;standing
0;975;-35;standing
-2;976;-21;standing
0;973;-19;standing
1;973;-19;standing
6;964;-22;standing
5;971;-24;standing
0;972;-18;standing
0;977;-22;standing
-1;974;-20;standing
0;974;-21;standing
-1;971;-20;standing
0;976;-21;standing
0;974;-21;standing
0;972;-19;standing
1;973;-20;standing
0;975;-21;standing
-1;975;-20;standing
0;974;-19;standing
0;974;-19;standing
0;972;-20;standing
0;974;-20;standing
0;973;-20;standing
0;974;-19;standing
0;971;-20;standing
0;973;-21;standing
0;975;-21;standing
0;974;-21;standing
0;973;-19;standing
0;973;-21;standing
-1;973;-20;standing
0;974;-18;standing
0;973;-21;standing
1;976;-21;standing
0;971;-19;standing
0;968;-17;standing
2;972;-22;standing
0;976;-23;standing
-2;974;-20;standing
0;973;-20;standing
0;975;-21;standing
0;977;-22;standing
-1;975;-18;standing
0;974;-21;standing
0;974;-20;standing
1;975;-21;standing
-3;973;-19;standing
0;974;-20;standing
1;974;-21;standing
0;974;-21;standing
0;971;-21;standing
0;973;-22;standing
2;975;-22;standing
0;974;-20;standing
0;974;-18;standing
2;973;-21;standing
2;975;-22;standing
-3;978;-20;standing
-1;974;-20;standing
0;973;-19;standing
3;972;-21;standing
-1;972;-22;standing
-2;971;-19;standing
0;970;-19;standing
2;973;-21;standing
0;974;-22;standing
43;876;100;standing
45;963;-86;standing
-8;964;-28;standing
4;969;-27;standing
6;970;-16;standing
0;972;-20;standing
3;973;-20;standing
-2;971;-18;standing
1;974;-25;standing
-1;968;-18;standing
0;977;-19;standing
-1;973;-20;standing
-1;975;-20;standing
2;975;-20;standing
0;976;-19;standing
0;975;-23;standing
-2;974;-17;standing
1;975;-21;standing
0;974;-21;standing
1;975;-19;standing
-2;977;-24;standing
2;973;-19;standing
3;972;-21;standing
3;969;-19;standing
1;969;-22;standing
0;972;-14;standing
-4;979;-28;standing
9;955;-4;standing
126;896;-241;standing
-51;994;15;standing
-22;994;-16;standing
-6;979;-22;standing
9;964;-46;standing
10;976;-24;standing
-14;965;31;standing
2;971;6;standing
